id,authors,year_of_publication,title,abbreviation,journal_name,journal_volume,journal_issue,pages,created_at,updated_at      
1231,"Goncalves B., Landbo A.K., Let M., Silva A.P., Rosa E., Meyer A.S.",2004,Storage affects the phenolic profiles and antioxidant activities of cherries (Prunus avium L) on human low-density lipoproteins,GONCALVES 2004_01,Journal of the Science of Food and Agriculture,84,9,1013-1020,2012-12-01 22:21:08 UTC,2015-04-13 21:45:30 UTC      
1230,"Goncalves B., Landbo A.K., Knudsen D., Silva A.P., Moutinho-Pereira J., Rosa E., Meyer A.S.",2004,Effect of ripeness and postharvest storage on the phenolic profiles of cherries (Prunus avium L.),GONCALVES 2004_02,Journal of Agricultural and Food Chemistry,52,3,523-530,2012-12-01 22:21:08 UTC,2015-04-14 13:43:05 UTC      
1229,"Goncalves B., Borges O., Costa H.S., Bennett R., Santos M., Silva A.P.",2010,"Metabolite composition of chestnut (Castanea sativa Mill.) upon cooking: Proximate analysis, fibre, organic acids and phenolics",GONCALVES 2010,Food Chemistry,122,1,154-160,2012-12-01 22:21:08 UTC,2015-04-13 21:45:30 UTC      
1025,"Gonthier M.P., Verny M.A., Besson C., Remesy C., Scalbert A.",2003,Chlorogenic acid bioavailability largely depends on its metabolism by the gut microflora in rats,GONTHIER 2003_01,J Nutr,133,6,1853-9,2015-04-13 21:45:29 UTC,2015-04-14 13:43:06 UTC      
1045,"Gonthier M.P., Donovan J.L., Texier O., Felgines C., Remesy C., Scalbert A.",2003,Metabolism of dietary procyanidins in rats,GONTHIER 2003_02,Free Radic Biol Med,35,8,837-44,2015-04-13 21:45:29 UTC,2015-04-14 13:43:06 UTC      
1044,"Gonthier M.P., Cheynier V., Donovan J.L., Manach C., Morand C., Mila I., Lapierre C., Remesy C., Scalbert A.",2003,Microbial aromatic acid metabolites formed in the gut account for a major fraction of the polyphenols excreted in urine of rats fed red wine polyphenols,GONTHIER 2003_03,J Nutr,133,2,461-7,2015-04-13 21:45:29 UTC,2015-04-13 21:45:29 UTC      
1232,"Gonzalez E.M., de Ancos B., Cano M.P.",2003,Relation between bioactive compounds and free radical-scavenging capacity in berry fruits during frozen storage,GONZALEZ 2003,Journal of the Science of Food and Agriculture,83,7,722-726,2012-12-01 22:21:08 UTC,2015-04-13 21:45:30 UTC      
910,"Gonzalez-Barrio R., Borges G., Mullen W., Crozier A.",2010,Bioavailability of Anthocyanins and Ellagitannins Following Consumption of Raspberries by Healthy Humans and Subjects with an Ileostomy,GONZALEZ-BARRIO 2010,J Agric Food Chem,In Press,,,2015-04-13 21:45:28 UTC,2015-04-14 13:43:08 UTC      
347,"Gonzalez-Neves G., Gomez-Cordoves C., Barreiro L.",2001,"[Anthocyanic composition of Tannat, Cabernet Sauvignon and Merlot young red wines from Uruguay.]",GONZALEZ-NEVES 2001,Journal of Wine Research,12,2,125-133,2005-08-12 16:03:17 UTC,2015-04-13 21:45:25 UTC      
162,"Gorinstein S., Zemser M., Haruenkit R., Chuthakorn R., Grauer F., Martin-Belloso O., Trakhtenberg S.",1999,Comparative content of total polyphenols and dietary fiber in tropical fruits and persimmon,GORINSTEIN 1999,Journal of Nutritional Biochemistry,10,6,367-371,2015-04-13 21:45:23 UTC,2015-04-14 13:43:08 UTC      
502,"Gorinstein S., Caspi A., Zemser M., Trakhtenberg S.",2000,"Comparative contents of some phenolics in beer, red and white wines",GORINSTEIN 2000,Nutrition Research,20,,131-139,2007-01-02 14:58:45 UTC,2015-04-13 21:45:26 UTC      
22,"Gorinstein, S., Zachwieja, Z., Folta, M., Barton, H., Piotrowicz, J., Zemser, M., Weisz, M., Trakhtenberg, S., Martin-Belloso, O.",2001,"Comparative contents of dietary fiber, total phenolics, and minerals in persimmons and apples",GORINSTEIN 2001_01,Journal of Agricultural and Food Chemistry,49,,952-957,2002-04-09 09:39:47 UTC,2015-04-14 13:43:09 UTC      
126,"Gorinstein S., Martin-Belloso O., Yong Seo P., Ratiporn H., Lojek A., Ciz M., Caspi A., Libman I., Trakhtenberg S.",2001,Comparison of some biochemical characteristics of different citrus fruits,GORINSTEIN 2001_02,Food Chemistry,74,3,309-315,2004-06-05 13:48:43 UTC,2015-04-13 21:45:23 UTC      
149,"Gorinstein S., Martin-Belloso O., Lojek A., Ciz M., Soliva-Fortuny R., Yong Seo P., Caspi A., Libman I., Trakhtenberg S.",2002,"Comparative content of some phytochemicals in Spanish apples, peaches and pears",GORINSTEIN 2002,Journal of the Science of Food and Agriculture,82,10,1166-1170,2004-10-08 10:02:34 UTC,2015-04-13 21:45:23 UTC      
127,"Gorinstein S., Cvikrova M., Machackova I., Ratiporn H., Yong Seo P., Soon Teck J., Yamamoto K., Martinez-Ayala A.L., Katrich E., Trakhtenberg S.",2004,Characterization of antioxidant compounds in Jaffa sweeties and white grapefruits,GORINSTEIN 2004,Food Chemistry,84,4,503-510,2004-06-05 13:48:43 UTC,2015-04-13 21:45:23 UTC      
1233,"Gorinstein S., Leontowicz H., Leontowicz M., Namiesnik J., Najman K., Drzewieck J., Cvikrova M., Martincova O., Katrich E., Trakhtenberg S.",2008,Comparison of the main bioactive compounds and antioxidant activities in garlic and white and red onions after treatment protocols,GORINSTEIN 2008,Journal of Agricultural and Food Chemistry,56,12,4418-4426,2012-12-01 22:21:08 UTC,2015-04-14 13:43:11 UTC      
193,"Gorsel H.v., Li C., Kerbel E.L., Smits M., Kader A.A.",1992,Compositional characterization of prune juice,GORSEL 1992,Journal of Agricultural and Food Chemistry,40,5,784-789,2004-02-12 10:13:35 UTC,2015-04-13 21:45:24 UTC      
1299,"Goulas, V., Manganaris, G.A.",2011,The effect of postharvest ripening on strawberry bioactive composition and antioxidant potential,GOULAS 2011,Journal of the Science of Food and Agriculture,91,10,1907-1914,2015-04-13 21:45:31 UTC,2015-04-14 13:43:12 UTC      
526,"Goupy P., Hugues M., Boivin P., Amoit M.J.",1999,Antioxidant composition and activity of barley (Hordeum vulgare) and malt extracts and of isolated phenolic compounds,GOUPY 1999,Journal of the Science of Food and Agriculture,79,,1625-1634,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
974,"Graf B.A., Mullen W., Caldwell S.T., Hartley R.C., Duthie G.G., Lean M.E., Crozier A., Edwards C.A.",2005,Disposition and metabolism of [2-14C]quercetin-4'-glucoside in rats,GRAF 2005,Drug Metab Dispos,33,7,1036-43,2015-04-13 21:45:29 UTC,2015-04-13 21:45:29 UTC      
975,"Graf B.A., Ameho C., Dolnikowski G.G., Milbury P.E., Chen C.Y., Blumberg J.B.",2006,Rat gastrointestinal tissues metabolize quercetin,GRAF 2006,J Nutr,136,1,39-44,2015-04-13 21:45:29 UTC,2015-04-14 13:43:13 UTC      
141,"Grandi R., Trifiro A., Gheradi S., Calza M., Saccani G.",1994,Characterization of lemon juice on the basis of flavonoid content,GRANDI 1994,Fluessiges Obst,61,11,355-359,2015-04-13 21:45:23 UTC,2015-04-13 21:45:23 UTC      
1171,"Granito M., Brito Y., Torres A.",2007,"Chemical composition, antioxidant capacity and functionality of raw and processed Phaseolus lunatus",GRANITO 2007,Journal of the Science of Food and Agriculture,87,15,2801-2809,2015-04-13 21:45:30 UTC,2015-04-13 21:45:30 UTC      
1172,"Granito M., Paolini M., Perez S.",2008,Polyphenols and antioxidant capacity of Phaseolus vulgaris stored under extreme conditions and processed,GRANITO 2008,LWT-Food Science and Technology,41,6,994-999,2015-04-13 21:45:30 UTC,2015-04-13 21:45:30 UTC      
1205,"Grewal A., Jood S.",2006,Effect of processing treatments on nutritional and antinutritional contents of green gram microwave cooking and other traditional cooking methods,GREWAL 2006,Journal of Food Biochemistry,30,,535-546,2015-04-13 21:45:30 UTC,2015-04-13 21:45:30 UTC      
976,"Gross M., Pfeiffer M., Martini M., Campbell D., Slavin J., Potter J.",1996,The quantitation of metabolites of quercetin flavonols in human urine,GROSS 1996,Cancer Epidemiol Biomarkers Prev,5,9,711-20,2015-04-13 21:45:29 UTC,2015-04-14 13:43:15 UTC      
1026,"Grun C.H., van Dorsten F.A., Jacobs D.M., Le Belleguic M., van Velzen E.J., Bingham M.O., Janssen H.G., van Duynhoven J.P.",2008,GC-MS methods for metabolic profiling of microbial fermentation products of dietary polyphenols in human and in vitro intervention studies,GRUN 2008,J Chromatogr B Analyt Technol Biomed Life Sci,871,2,212-9,2015-04-13 21:45:29 UTC,2015-04-14 13:43:15 UTC      
318,"Gu X., Creasy L., Kester A., Zeece M.",1999,Capillary electrophoretic determination of resveratrol in wines,GU 1999,Journal of Agricultural and Food Chemistry,47,8,3223-3227,2005-11-10 11:18:43 UTC,2015-04-14 13:43:15 UTC      
164,"Gu, L., Kelm M.A., Hammerstone J.F., Beecher G.R., Hollman P.C.H., Haytowitz D., Gebhardt S., Prior R.L.",2004,Concentrations of Proanthocyanidins in Common Foods and Estimations of Normal Consumption,GU 2004,Journal of Nutrition,134,3,613-617,2004-02-11 09:57:23 UTC,2015-04-14 13:43:16 UTC      
627,"Gu L., House S.E., Wu X., Ou B., Prior R.L.",2006,Procyanidin and catechin contents and antioxidant capacity of cocoa and chocolate products,GU 2006,Journal of Agricultural and Food Chemistry,54,,4057-4061,2007-01-08 14:19:36 UTC,2015-04-14 13:43:16 UTC      
731,"Guedon D.J., Pasquier B.P.",1994,Analysis and distribution of flavonoid glycosides and rosmarinic acid in 40 Mentha x piperita clones,GUEDON 1994,Journal of Agricultural and Food Chemistry,42,3,679-684,2007-09-11 12:18:49 UTC,2015-04-13 21:45:27 UTC      
852,Gutfinger T.,1981,Polyphenols in olive oil,GUTFINGER 1981,Journal of the American Oil Chemists' Society,58,11,966-968,2015-04-13 21:45:28 UTC,2015-04-14 13:43:17 UTC      
815,"Guth H., Grosch W.",1994,Quantitative analysis of caffeic and ferulic acids in oatmeal. Comparison of a conventional method with a stable isotope dilution assay,GUTH 1994,Zeitschrift fuer Lebensmittel Untersuchung und Forschung,199,,195-197,2015-04-13 21:45:28 UTC,2015-04-14 13:43:17 UTC      
1027,"Guy P.A., Renouf M., Barron D., Cavin C., Dionisi F., Kochhar S., Rezzi S., Williamson G., Steiling H.",2009,Quantitative analysis of plasma caffeic and ferulic acid equivalents by liquid chromatography tandem mass spectrometry,GUY 2009,J Chromatogr B Analyt Technol Biomed Life Sci,877,31,3965-74,2015-04-13 21:45:29 UTC,2015-04-14 13:43:18 UTC      
112,"Guyot S., Doco T., Souquet J.M., Moutounet M., Drilleau J.F.",1998,Reversed-phase HPLC following thiolysis for quantitative estimation and characterization of the four main classes of phenolic compounds in different tissue zones of a french cider apple variety (Malus,GUYOT 1998,Journal of Agricultural and Food Chemistry,46,,1698-1705,2003-12-05 10:41:49 UTC,2015-04-13 21:45:23 UTC      
166,"Guyot S., Le Bourvellec C., Marnet N., Drilleau J.F.",2002,Procyanidins are the most Abundant Polyphenols in Dessert Apples at Maturity,GUYOT 2002,LWT - Food Science and Technology,35,3,289-291,2004-02-11 09:57:23 UTC,2015-04-13 21:45:23 UTC      
150,"Guyot S., Marnet N., Sanoner P., Drilleau J.F.",2003,Variability of the polyphenolic composition of cider apple (Malus domestica) fruits and juices,GUYOT 2003,Journal of Agricultural and Food Chemistry,51,21,6240-6247,2004-10-08 10:02:34 UTC,2015-04-14 13:43:19 UTC      
554,"Guzman-Maldonado H., Castellanos J., Gonzalez de Mejia E.",1996,Relationship between theoretical and experimentally detected tannin content of common beans (Phaseolus vulgaris L.),GUZMAN-MALDONADO 1996,Food Chemistry,55,4,333-335,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
1234,"Hagen S.F., Borge G.I.A., Solhaug K.A., Bengtsson G.B.",2009,Effect of cold storage and harvest date on bioactive compounds in curly kale (Brassica oleracea L. var. acephala),HAGEN 2009,Postharvest Biology and Technology,51,1,36-42,2012-12-01 22:21:08 UTC,2015-04-13 21:45:30 UTC      
1236,"Hager T.J., Howard L.R., Prior R.L.",2008,"Processing and storage effects on monomeric anthocyanins, percent polymeric color, and antioxidant capacity of processed blackberry products",HAGER 2008,Journal of Agricultural and Food Chemistry,56,3,689-695,2012-12-01 22:21:08 UTC,2015-04-14 13:43:20 UTC      
1235,"Hager T.J., Howard L.R., Prior R.L.",2010,Processing and Storage Effects on the Ellagitannin Composition of Processed Blackberry Products,HAGER 2010,Journal of Agricultural and Food Chemistry,58,22,11749-1175,2012-12-01 22:21:08 UTC,2015-04-14 13:43:20 UTC      
820,"Hakala P., Lampi A.-M., Ollilainen V., Werner U., Murkovic M., Wahala K., Karkola S., Piironnen V.",2002,Steryl phenolic acid esters in cereals and their milling fractions,HAKALA 2002,Journal of Agricultural and Food Chemistry,50,,5300-5307,2015-04-13 21:45:28 UTC,2015-04-14 13:43:20 UTC      
205,"Hakkinen S.H., Karenlampi S.O., Heinonen I.M., Mykkanen H.M., Torronen A.R.",1999,"Content of the flavonols quercetin, myricetin, and kaempferol in 25 edible berries",HAKKINEN 1999,Journal of Agricultural and Food Chemistry,47,6,2274-2279,2015-04-13 21:45:24 UTC,2015-04-14 13:43:21 UTC      
98,"Hakkinen S.H., Torronen A.R.",2000,"Content of flavonols and selected phenolic acids in strawberries and Vaccinium species: influence of cultivar, cultivation site and technique",HAKKINEN 2000_01,Food Research International,33,6,517-524,2003-12-05 10:41:49 UTC,2015-04-13 21:45:23 UTC      
206,"Hakkinen S.H., Karenlampi S.O., Mykkanen H.M., Heinonen I.M., Torronen A.R.",2000,Ellagic acid content in berries: influence of domestic processing and storage,HAKKINEN 2000_02,European Food Research and Technology,212,1,75-80,2015-04-13 21:45:24 UTC,2015-04-13 21:45:24 UTC      
223,"Hakkinen S.H., Karenlampi S.O., Mykkanen H.M., Torronen A.R.",2000,Influence of domestic processing and storage on flavonol contents in berries,HAKKINEN 2000_03,Journal of Agricultural and Food Chemistry,48,7,2960-2965,2015-04-13 21:45:24 UTC,2015-04-14 13:43:22 UTC      
523,"Hanson P.M., Ray-Yu Y., Tsou S.C.S., Ledesma D., Engle L., Tung-Ching L.",2006,"Diversity in eggplant (Solanum melongena) for superoxide scavenging activity, total phenolics, and ascorbic acid",HANSON 2006,Journal of Food Composition and Analysis,19,"6-7, Biodi",594-600,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
1070,"Harada K., Kano M., Takayanagi T., Yamakawa O., Ishikawa F.",2004,Absorption of acylated anthocyanins in rats and humans after ingesting an extract of Ipomoea batatas purple sweet potato tuber,HARADA 2004,Biosci Biotechnol Biochem,68,7,1500-7,2015-04-13 21:45:29 UTC,2015-04-14 13:43:23 UTC      
655,"Harnly J.M., Doherty R.F., Beecher G.R., Holden J.M., Haytowitz D.B., Bhagwat S., Gebhardt S.",2006,"Flavonoid content of U.S. fruits, vegetables, and nuts",HARNLY 2006,Journal of Agricultural and Food Chemistry,54,26,9966-9977,2007-02-10 15:54:44 UTC,2015-04-14 13:43:23 UTC      
1237,"Hartmann G., Piber M., Koehler P.",2005,Isolation and chemical characterisation of water-extractable arabinoxylans from wheat and rye during breadmaking,HARTMANN 2005,European Food Research and Technology,221,03-Apr,487-492,2012-12-01 22:21:08 UTC,2015-04-13 21:45:30 UTC      
633,"Hatano T., Miyatake H., Natsume M., Osakabe N., Takizawa T., Ito H., Yoshida T.",2002,Proanthocyanidin glycosides and related polyphenols from cacao liquor and their antioxidant effects,HATANO 2002,Phytochemistry,59,,749-758,2007-09-08 10:10:20 UTC,2015-04-14 13:43:24 UTC      
368,"Hatcher D.W.,  Kruger J.E.",1997,"Simple phenolic acids in flours prepared from Canadian wheat: relationship to ash content, color, and polyphenol oxidase activity",HATCHER 1997,Cereal Chemistry,74,3,337-343,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      
525,"Hayes P., Smyth M.R., McMurrough I.",1987,Comparison of electrochemical and ultraviolet detection methods in high-performance-liquid-chromatography for the determination of phenolic compounds commonly found in beers. Part 2. Analysis of beers,HAYES 1987,Analyst,112,,1205-1207,2015-04-13 21:45:26 UTC,2015-04-14 13:43:25 UTC      
692,"He Z.D., Qiao C.F., Han Q.B., Cheng C.L., Xu H.X., Jiang R.W., Pui-Hay But P., Shaw P.C.",2005,Authentication and quantitative analysis on the chemical profile of cassia bark (cortex cinnamomi) by high-pressure liquid chromatography,HE 2005,Journal of Agricultural and Food Chemistry,53,7,2424-2428,2015-04-13 21:45:27 UTC,2015-04-14 13:43:25 UTC      
455,"Hegde S., Kavitha S., Varadaraj M.C., Muralikrishna G.",2006,Degradation of cereal bran polysaccharide-phenolic acid complexes by Aspergillus niger CFR 1105*,HEGDE 2006,Food Chemistry,96,,14-19,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      
583,"Heimler D., Vignolini P., Dini M.G., Romani A.",2005,Rapid tests to assess the antioxidant activity of Phaseolus vulgaris L. dry beans,HEIMLER 2005,Journal of Agricultural and Food Chemistry,53,8,3053-3056,2007-12-04 10:17:51 UTC,2015-04-14 13:43:27 UTC      
529,"Heimler D., Vignolini P., Dini M.G., Vincieri F.F., Romani A.",2006,Antiradical activity and polyphenol composition of local Brassicaceae edible varieties,HEIMLER 2006,Food Chemistry,99,3,464-469,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
7,"Heinonen, I. M. Lehtonen, P. J. Hopia, A. I.",1998,Antioxidant Activity of Berry and Fruit Wines and Liquors,HEINONEN 1998,Journal of Agricultural and Food Chemistry,46,1,25-31,2002-07-08 00:00:00 UTC,2015-04-14 13:43:27 UTC    
1151,"Heinonen S., Wahala K., Adlercreutz H.",1999,"Identification of isoflavone metabolites dihydrodaidzein, dihydrogenistein, 6'-OH-O-dma, and cis-4-OH-equol in human urine by gas chromatography-mass spectroscopy using authentic reference compounds",HEINONEN 1999,Anal Biochem,274,2,211-9,2011-07-06 10:21:50 UTC,2015-04-14 13:43:28 UTC      
1155,"Heinonen S.M., Hoikkala A., Wahala K., Adlercreutz H.",2003,"Metabolism of the soy isoflavones daidzein, genistein and glycitein in human subjects. Identification of new metabolites having an intact isoflavonoid skeleton",HEINONEN 2003,J Steroid Biochem Mol Biol,87,04-May,285-99,2011-07-06 10:21:50 UTC,2015-04-14 13:43:28 UTC      
1150,"Heinonen S.M., Wahala K., Adlercreutz H.",2004,Identification of urinary metabolites of the red clover isoflavones formononetin and biochanin A in human subjects,HEINONEN 2004_01,J Agric Food Chem,52,22,6802-9,2011-07-06 10:21:50 UTC,2015-04-14 13:43:28 UTC      
